Date,Hour,Minute,Positive,Negative,Tweet,Translated_Tweet,Keyword(s),Tweet_link
2022.08.22,6,12,1, ,"RT @blanc0981: 普通は発熱無くても陽性なった人も含めるんですよ。それとて、無症状の人は拾えでない訳ですけど。
それを発熱ありで限定すれば重症化（有症状化）予防効果が大きくなるのは明らかですよね
ワクチンの重症化予防効果は確かにありますよ？
でもこの数字を「有効率」…","RT @blanc0981: Normally, people who test positive without fever are also included. Besides, asymptomatic people cannot be picked up.
It is clear that if you limit it to the presence of fever, the effect of preventing aggravation (symptoms) will increase.
Is it true that vaccines are effective in preventing aggravation?
But this number is the ""efficacy rate""...",positive,https://twitter.com/twitter/status/1561597233752973313
2022.08.22,6,12, ,1,"RT @Mmiko08: もうすでに、遺伝子治療薬ワクチンやマスク社会でうつ病にされています。
なんだかだるい倦怠感、頭痛、やる気が出ない、物忘れ、暗い気持ち…
当たり前でしょ？
病院に行けば、思春期によくある症状だ、更年期障害かな？高齢者によくあるね？そう言われて抗うつ剤が処…","RT @Mmiko08: Already depressed with gene therapy vaccines and mask society.
Somewhat dull fatigue, headache, lack of motivation, forgetfulness, dark feelings...
Why, of course!
If you go to the hospital, it's a common symptom of puberty, is it menopause? It's common in the elderly, isn't it? That being said, the antidepressant was administered…",depressed,https://twitter.com/twitter/status/1561597232725790721
2022.08.22,6,13,1, ,"@3Ufv5DLAO8kW9h3 陽性のtweetされたのを見逃しておりまして、ワクチンの副反応で大変なのかと思っていました💦
どうかお大事に…。","@3Ufv5DLAO8kW9h3 I missed the positive tweet, and I was wondering if it was a serious side effect of the vaccine💦
Please take care...",positive,https://twitter.com/twitter/status/1561597292649492480
2022.08.22,6,13,1, ,"そんなの、
わかっているし、
ただの風邪。
ワクチン詐欺 https://t.co/dIF1r42FvT","that kind of,
I know and
just a cold.
Vaccine scam https://t.co/dIF1r42FvT",kind,https://twitter.com/twitter/status/1561597291508953089
2022.08.22,6,12,1, ,"RT @io302: 成人がん患者が体調悪化で入院。新型コロナウイルス感染予防でイベルメクチン内服継続していて、院内でも騒然としていた。

Twitter上では反ワクチンのイベルメクチン教は有名な話だが、一般集団ではまだ知られていないらしい。

悪化の原因はどう考えてもイベルメ…","RT @io302: Adult cancer patient hospitalized due to deterioration. He continued to take ivermectin to prevent infection with the new coronavirus, and there was a lot of turmoil in the hospital.

The anti-vaccine ivermectin cult is well-known on Twitter, but apparently still unknown to the general population.

No matter how you look at it, the cause of the deterioration is Iverme…",patient,https://twitter.com/twitter/status/1561597281387757568
2022.08.22,6,13, ,1,@kishida230 若者たちはもうワクチン接種しない方がいいし3回目打ったら本来の自分の免疫力が半分以上低下していくし、PCR検査も無料だからと言っても実際データーは正しく出してこないし、嘘のデーターがほぼ多い😡マスコミやTVや政府や医師や感染症研究科の人は煽って騙してる😡ワクチンやPCRはやめておくべき😡,"@kishida230 Young people shouldn't be vaccinated anymore, and after the third shot, their immune system will drop by more than half, and even if the PCR test is free, the actual data won't come out correctly. There is almost a lot of false data 😡The mass media, TV, the government, doctors, and people in the infectious disease research department are cheating and deceiving 😡Vaccines and PCR should be stopped 😡",disease,https://twitter.com/twitter/status/1561597335679152128
2022.08.22,6,14, ,1,RT @partyhike: せっかく打ったのに、ノーマスクで祭もできないワクチンなんて、何の存在意義もないだろ。,"RT @partyhike: There's no point in having a vaccine that doesn't have a mask and can't be held at a festival, even though it's been shot.",no,https://twitter.com/twitter/status/1561597560724553729
2022.08.22,6,14,1, ,"家族みんな感染してた
仕方ない
ワクチン打ってもかかってるのよ
ワクチン信者おわかりか？？？
押し付けすぎ
厚労省あんたらもだ
その結果が
#コロナワクチン差別　👎👎👎👎","the whole family was infected
it can not be helped
It's taking a vaccine
Do you know the vaccine believer? ? ?
too much
Ministry of Health, Labor and Welfare
The result is
#Corona vaccine discrimination 👎👎👎👎",whole,https://twitter.com/twitter/status/1561597559809794050
2022.08.22,6,14,1, ,"RT @yasu_boy: #4回目のワクチン 打ったのに #コロナ になっている人の話を聞いて、3回目のワクチンを打とうと思う人はいないと思う人はいいねとRTをお願いします。 

#岸田総理 #岸田文雄 #岸田コロナ #ワクチン薬害 
https://t.co/GjAcMdw…","RT @yasu_boy: Please like and RT if you don't think anyone will think about getting a third vaccine after listening to the story of a person who got #corona after getting the 4th vaccine.

#Prime Minister Kishida #Fumio Kishida #Corona Kishida #Vaccine drug hazard
https://t.co/GjAcMdw…",like,https://twitter.com/twitter/status/1561597556286599168
2022.08.22,6,14, ,1,"RT @sennonaifu: 3年も経って未だに武漢とか言うとるんか

てかワクチン打ったら絶対罹らないとでも？","RT @sennonaifu: Do you still say Wuhan after 3 years?

Even if you get a vaccine, you'll never get sick?",never,https://twitter.com/twitter/status/1561597619578683393
2022.08.22,6,14,1, ,"RT @XY72530849: Deloris Cahill 教授:　mRNAワクチン接種者は3～5年以内に死亡

mRNA ワクチンを接種した人は全員、たとえ1回しか接種しなくても、3～5年以内に死亡することを人々に正直に伝えなければならない

#mRNA #医療試験 #ワク…","RT @XY72530849: Professor Deloris Cahill: mRNA vaccine recipients die within 3-5 years

We have to be honest with people that everyone who gets an mRNA vaccine will die within 3-5 years, even if they only get one dose.

#mRNA #Medical test #Wak...",honest,https://twitter.com/twitter/status/1561597619348000768
2022.08.22,6,14,1, ,"RT @Awakend_Citizen: 「ノーマスク」「反ワクチン」の我々を批判する人は勘違いをしている

我々は「ルール」や集団心理に逆らうことに酔っているわけではない
むしろ正しく行動する常識人が多い

しかしコロナに関しては、明らかに国民にとって良くない目的で誘導し「ル…","RT @Awakend_Citizen: Those who criticize us for ""no masks"" and ""anti-vaccine"" are mistaken

We're not drunk on defying ""rules"" and group psychology
Rather, there are many common sense people who act correctly

However, regarding Corona, it is clearly not good for the people, and it is guided by ""ru...",good,https://twitter.com/twitter/status/1561597618878156800
2022.08.22,6,14, ,1,"RT @kirikabu11: @junmurot ワクチン3回目接種後に男女2人が死亡したと発表。
基礎疾患無し https://t.co/N1zRxYyWsZ","RT @kirikabu11: @junmurot Announced that two men and women died after the third vaccination.
No underlying disease https://t.co/N1zRxYyWsZ",disease,https://twitter.com/twitter/status/1561597618480115712
2022.08.22,6,14,1, ,しかし俺も一ヶ月前くらいに喉痛えという今と同じ症状あって、抗原は陰性だったものの、しばらくして普通に戻って、三回目ワクチン打って、今度も抗原とPCR陰性だったけど3日後にPCRやったら陽性というなんかよくわからん流れ,"However, I also had the same symptoms as now, such as a sore throat, about a month ago, and although the antigen was negative, it returned to normal after a while. I don't really understand how it's positive if you do PCR a day later",positive,https://twitter.com/twitter/status/1561597615581569024
2022.08.22,6,14, ,1,"@mikicats26 そうなんですよ😥
先生は食欲無かったり、様子が少しでも違う以外は無理して連れて来なくていいって仰るから、
オシッコだけになるかもしれません。
発作を抑える事が最優先なので、まだワクチンも打ってません。接種💉したら、もっと病院嫌いになるかもって言われました💦","@mikicats26 That's right😥
Sensei says that you don't have to force yourself to bring him unless he has no appetite or looks a little different,
It might just be pee.
Suppressing seizures is the top priority, so I haven't hit the vaccine yet. I was told that if I get vaccinated 💉, I might hate hospitals even more💦",no,https://twitter.com/twitter/status/1561597669239582720
2022.08.22,6,14, ,1,"RT @sakulux10271: @junmurot 医療を奪われてるのは非接種者の方のようですが。
私のパートナーはワクチン打って3日後に突然目の前で心臓止まりましたよ。奇跡的に助かりましたが私は打ちません。テレビでワクチンを勧めるならどの程度リスクがメリットを上回っている…","RT @sakulux10271: @junmurot It seems that non-vaccinated people are deprived of medical care.
My partner suddenly stopped in front of me 3 days after getting the vaccine. I miraculously survived, but I won't shoot. To what extent the risks outweigh the benefits of recommending vaccines on TV...",deprived,https://twitter.com/twitter/status/1561597652491726848
2022.08.22,6,14,1, ,"RT @Awakend_Citizen: 「ノーマスク」「反ワクチン」の我々を批判する人は勘違いをしている

我々は「ルール」や集団心理に逆らうことに酔っているわけではない
むしろ正しく行動する常識人が多い

しかしコロナに関しては、明らかに国民にとって良くない目的で誘導し「ル…","RT @Awakend_Citizen: Those who criticize us for ""no masks"" and ""anti-vaccine"" are mistaken

We're not drunk on defying ""rules"" and group psychology
Rather, there are many common sense people who act correctly

However, regarding Corona, it is clearly not good for the people, and it is guided by ""ru...",good,https://twitter.com/twitter/status/1561597651786772481
2022.08.22,6,14,1, ,"RT @GoodBye_Nuclear: 久住英二医師
「たぶんこのワクチンの効果は10年以上続くと思います」（1回2回射ってですか？）「そうです」

しばらくして
「ワクチンってもともと3回射つのがスタンダード」

こういう人物をよくテレビは使いますよね。地上波テレビは最大の…","RT @GoodBye_Nuclear: Dr. Eiji Kusumi
""I think this vaccine will probably last for more than 10 years."" (Two shots once?) ""Yes.""

After a while
""The standard for vaccines is to inject three times.""

People like this are often used on TV. Terrestrial television is the largest…",like,https://twitter.com/twitter/status/1561597715729231872
2022.08.22,6,14, ,1,"暑い中で反マスク反ワクチン運動に勤しんでおられるかた
「子供もチラシ受け取ってくれて熱心に読んでる。
こうした我々の努力は必ず通じるって感じた。」
てポエムっておられるけど
多分それ子供らに面白がられてるだけやで？","Those who are working hard in the anti-mask and anti-vaccine movement in the heat
""Children also received flyers and read them eagerly.
We felt that our efforts would pay off. ”
You're writing a poem
Maybe it's just being amused by the kids?",hard,https://twitter.com/twitter/status/1561597715640791041
2022.08.22,6,14,1, ,RT @2opHmazhbjjHvho: ワクチン未接種者はコロナに感染して苦しくなっても救急車は呼ぶな、家で我慢しろなどとツイートで公言する医師がいるとはいくらなんでも驚きます。ワクチンに対する認識が完全に間違っているうえに医師の倫理にも反しています。今の医学界がいかに異常な…,"RT @2opHmazhbjjHvho: I'm surprised that there are doctors who publicly declare in tweets that non-vaccinated people should not call an ambulance even if they are infected with Corona and suffer from it, and should endure at home. The recognition of vaccines is completely wrong and against the ethics of doctors. How strange the medical world is today...",surprised,https://twitter.com/twitter/status/1561597709794295808
2022.08.22,6,14, ,1,"RT @hiroya0416: 気づいてしまった...

政治家がやるワクチン接種のお願い、推奨、強要もこれにあたる。。

学校の先生が小学生に言うマスクつけなさいもこれにあたる。。

とにかく医師免許を持たない人間に特定の疾患についてとやかく言われる筋合いはないんです🙆‍♂️…","RT @hiroya0416: I just noticed...

Asking for, recommending, and coercing vaccinations by politicians also falls under this category. .

This is what school teachers say to elementary school students to put on a mask. .

Anyway, there is no right to talk about a specific disease to someone who doesn't have a medical license 🙆‍♂️...",no,https://twitter.com/twitter/status/1561597700843634688
2022.08.22,6,14,1, ,"僕はマスクもワクチンも要らないし、なんならライブでガンガン声出して良いと思ってるけど、主催者側がルールを定めた以上それには従うよ。
リョクシャカ武道館もちゃんと決められたルールに従うつもり。
アーティストに迷惑だからじゃないよ。
人として当然だろ。
規制退場も出来ない奴は来んな🥺","I don't need masks or vaccines, and I think it's fine to shout loudly at live shows, but as long as the organizers have set the rules, I'll follow them.
Ryokshaka Budokan also intends to follow the established rules.
It's not because it bothers the artists.
As a person, of course.
Don't come if you can't even get out of regulation 🥺",fine,https://twitter.com/twitter/status/1561597768237346816
2022.08.22,6,14,1, ,"@shinya1043 @nekodawan55 @momosuk50019360 @MIKITO_777 何度か接種しなければ感染予防効果が期待できないワクチンなど危なくてしょうがないわ。

ワクチンて劇薬ですよ！　年に２回も３回も、ましてや４回と接種するような安全なものではない。

こちらが提示した分科会の方向に関する情報は厚生労働省の大臣記者会見の内容を記録した公文書から引用したもの","@shinya1043 @nekodawan55 @momosuk50019360 @MIKITO_777 Vaccines that can't be expected to be effective in preventing infection are dangerous unless they are vaccinated several times.

Vaccines are powerful drugs! It's not safe to vaccinate two, three, or even four times a year.

The information about the direction of the subcommittee presented here is quoted from official documents recording the contents of the minister's press conference of the Ministry of Health, Labor and Welfare.",powerful,https://twitter.com/twitter/status/1561597767235284992
2022.08.22,6,14, ,1,@8mkPkSr46Ti5uag ワクチン効果もありますが 、重症化率が大きく下がりましたね。 https://t.co/yxwXvxxoCt,"@8mkPkSr46Ti5uag There is also a vaccine effect, but the rate of severe disease has greatly decreased. https://t.co/yxwXvxxoCt",severe,https://twitter.com/twitter/status/1561597752886251520
2022.08.22,6,15, ,1,"RT @Mmiko08: もうすでに、遺伝子治療薬ワクチンやマスク社会でうつ病にされています。
なんだかだるい倦怠感、頭痛、やる気が出ない、物忘れ、暗い気持ち…
当たり前でしょ？
病院に行けば、思春期によくある症状だ、更年期障害かな？高齢者によくあるね？そう言われて抗うつ剤が処…","RT @Mmiko08: Already depressed with gene therapy vaccines and mask society.
Somewhat dull fatigue, headache, lack of motivation, forgetfulness, dark feelings...
Why, of course!
If you go to the hospital, it's a common symptom of puberty, is it menopause? It's common in the elderly, isn't it? That being said, the antidepressant was administered…",depressed,https://twitter.com/twitter/status/1561597809253818370
2022.08.22,6,15, ,1,"RT @nagunagumomo: ワクチンを推進していた医療従事者は積極的に4回目のワクチンを打ち、秋にリリースされるオミクロン用のワクチンを5回目として接種してください。その後も継続して打つようにしてくださいね。

私は今後もワクチンは打ちません。どちらが健康で長生きするか…","RT @nagunagumomo: Medical workers who have been promoting vaccines should actively take the 4th vaccine, and the Omicron vaccine released in the fall as the 5th dose. Please continue to shoot after that.

I will never vaccinate again. Which one is healthier and lives longer?",never,https://twitter.com/twitter/status/1561597803544973315
2022.08.22,6,15, ,1,"RT @io302: 妊婦・夫共に新型コロナウイルスワクチン未接種の夫婦。隔離期間は終わったのだが、発熱が続き入院している。

入院中だが夫婦そろって『もうかかったからいいじゃん』とノーマスク。医療者へのクレームも絶えない

結局ワクチン打たない、マスクつけない、って人達がなぜ…","RT @io302: Pregnant women and husbands who have not been vaccinated against the new coronavirus. The isolation period is over, but the fever continues and he is hospitalized.

Although he is in the hospital, he and his wife both said, ""It's okay because it's already taken,"" and no mask. Complaints to medical staff are constant

Why do people say they don't get vaccinated and don't wear masks after all...",no,https://twitter.com/twitter/status/1561597801892818944
2022.08.22,6,15,1, ,"RT @IkedaKiyohiko: 4回目受けてもコロナに感染した岸田さん。
大過ないといいですね。ワクチン効かないみたいね。","RT @IkedaKiyohiko: Mr. Kishida, who was infected with Corona even after taking the 4th time.
I hope it's not too much. The vaccine doesn't seem to work.",hope,https://twitter.com/twitter/status/1561597799040368642
2022.08.22,6,15, ,1,"RT @mama06272022: 今、とても怒っていること。
私は、１日も早くコロナ禍を終わらせたい一心で、自分でも納得した上でワクチン３回を打ちました。
その後、現実世界の状況と、ワクチン推進派の先生方の発言の整合性が合わないことから、コロナワクチンに懐疑的な気持ちを抱き始…","RT @mama06272022: I'm so angry right now.
I wanted to put an end to the corona crisis as soon as possible, so I gave myself three shots of the vaccine after convincing myself.
After that, I started to have skepticism about the corona vaccine because the real world situation and the statements of the vaccine-promoting teachers did not match.",angry,https://twitter.com/twitter/status/1561597797702311936
2022.08.22,6,15, ,1,RT @QtboH54wc6yFboa: @junmurot 病院勤務です。救急車呼んでるのワクチン済みの人かその家族です。亡くなるのは寿命年齢が多い。それも持病で亡くなるけど陽性だから治療はほぼ出来ず、勿論接種済み〜,"RT @QtboH54wc6yFboa: @junmurot I work at a hospital. It's the vaccinated person or his family who's calling the ambulance. Many people die at the end of their lifespan. He also died of a chronic disease, but since it was positive, it was almost impossible to treat, and of course he had been vaccinated ~",impossible,https://twitter.com/twitter/status/1561597859488989185
2022.08.22,6,15, ,1,"RT @genki_sudo: オミクロン未対応5億回分は廃棄の可能性大

もはや国はコロナ対策のポーズか、ワクチンの購入そのものが目的になっている。ワクチンの購入費用は国会審議を必要としない予備費で賄われることから、財政規律が緩んでいるとの批判は避けられない。(小島勢ニ名古屋…","RT @genki_sudo: 500 million doses not compatible with Omicron are likely to be discarded

The country is no longer a pose for corona countermeasures, or the purchase of vaccine itself is the purpose. Since the cost of purchasing vaccines is covered by reserve funds that do not require parliamentary deliberations, it is inevitable that the government will be criticized for its lax fiscal discipline. (Kojima Senni Nagoya…",no,https://twitter.com/twitter/status/1561597856049696768
2022.08.22,6,15, ,1,"RT @debu304: あとマスク着ける着けない
ワクチン打つ打たない
は個人の自由だからどーでもいいんだけど

マスクを着けないと入店出来ない

などのルールを守れない人は
法的にとか科学的にとかすっ飛ばして

しぬほどきらいです","RT @debu304: I can't wear a mask
vaccine shot
is personal freedom so it doesn't matter

You cannot enter the store without wearing a mask.

People who can't follow rules such as
Skip legally or scientifically

I hate it so much",hate,https://twitter.com/twitter/status/1561597909967458305
2022.08.22,6,15,1, ,RT @takavet1: 欧米はあの手この手で、支配を続けるために、新しい枠組み、ルールを押し付けてきます。その際、巧妙に正義を振りかざし、善人を装います。日本を守るために欧米の策略には十分気をつけた方がいいです。無批判に受け入れるのはとても危険です。ワクチンしかり、SDGs…,"RT @takavet1: The West will do whatever it takes to impose new frameworks and rules in order to maintain its dominance. At that time, he skillfully brandishes justice and pretends to be a good person. In order to protect Japan, it is better to pay close attention to the strategies of Europe and the United States. Uncritical acceptance is very dangerous. Vaccines, SDGs...",good,https://twitter.com/twitter/status/1561597909921337345
2022.08.22,6,50, ,1,"RT @Tamama0306: これが正常な報道です

🇦🇺オーストラリアのニュース詰め合わせ

コロナワクチンによる血栓症で集中治療室に運ばれました
18歳の医療従事者が接種後に血栓になりました
ファイザー製ワクチンで病気になった10代の少女が助けを求めています

呪詛 ht…","RT @Tamama0306: this is normal coverage

🇦🇺 Australian News Pack

I was taken to the intensive care unit for thrombosis from the corona vaccine
18-year-old health care worker develops blood clots after vaccination
Teenage girl sick from Pfizer vaccine seeks help

curse ht…",sick,https://twitter.com/twitter/status/1561606662242574336
2022.08.22,6,50,1, ,"RT @io302: 成人がん患者が体調悪化で入院。新型コロナウイルス感染予防でイベルメクチン内服継続していて、院内でも騒然としていた。

Twitter上では反ワクチンのイベルメクチン教は有名な話だが、一般集団ではまだ知られていないらしい。

悪化の原因はどう考えてもイベルメ…","RT @io302: Adult cancer patient hospitalized due to deterioration. He continued to take ivermectin to prevent infection with the new coronavirus, and there was a lot of turmoil in the hospital.

The anti-vaccine ivermectin cult is well-known on Twitter, but apparently still unknown to the general population.

No matter how you look at it, the cause of the deterioration is Iverme…",patient,https://twitter.com/twitter/status/1561606661428871168
2022.08.22,6,50,1, ,RT @o2VseNrtPRwVAOF: @partyhike ワクチンをPCR検査したら、陽性になるんじゃない❓,"RT @o2VseNrtPRwVAOF: @partyhike If you PCR test the vaccine, it will be positive ❓",positive,https://twitter.com/twitter/status/1561606660824502272
2022.08.22,7,3,1, ,"RT @Awakend_Citizen: 「ノーマスク」「反ワクチン」の我々を批判する人は勘違いをしている

我々は「ルール」や集団心理に逆らうことに酔っているわけではない
むしろ正しく行動する常識人が多い

しかしコロナに関しては、明らかに国民にとって良くない目的で誘導し「ル…","RT @Awakend_Citizen: Those who criticize us for ""no masks"" and ""anti-vaccine"" are mistaken

We're not drunk on defying ""rules"" and group psychology
Rather, there are many common sense people who act correctly

However, regarding Corona, it is clearly not good for the people, and it is guided by ""ru...",good,https://twitter.com/twitter/status/1561610074686369792
2022.08.22,7,3, ,1,"RT @nagunagumomo: 新型コロナはただの風邪ではない、後遺症に悩んでいる人もいる。という意見は否定しません。

しかし、それがワクチンを接種したり、マスクをする事と何か関係があるのですか？","RT @nagunagumomo: The new corona is not just a cold, some people are suffering from aftereffects. I do not deny the opinion.

But what does that have to do with getting vaccinated or wearing a mask?",deny,https://twitter.com/twitter/status/1561610072090103808
2022.08.22,7,3,1, ,"RT @io302: 成人がん患者が体調悪化で入院。新型コロナウイルス感染予防でイベルメクチン内服継続していて、院内でも騒然としていた。

Twitter上では反ワクチンのイベルメクチン教は有名な話だが、一般集団ではまだ知られていないらしい。

悪化の原因はどう考えてもイベルメ…","RT @io302: Adult cancer patient hospitalized due to deterioration. He continued to take ivermectin to prevent infection with the new coronavirus, and there was a lot of turmoil in the hospital.

The anti-vaccine ivermectin cult is well-known on Twitter, but apparently still unknown to the general population.

No matter how you look at it, the cause of the deterioration is Iverme…",patient,https://twitter.com/twitter/status/1561610065094004741
2022.08.22,7,4, ,1,"RT @kirikabu11: @junmurot ワクチン3回目接種後に男女2人が死亡したと発表。
基礎疾患無し https://t.co/N1zRxYyWsZ","RT @kirikabu11: @junmurot Announced that two men and women died after the third vaccination.
No underlying disease https://t.co/N1zRxYyWsZ",disease,https://twitter.com/twitter/status/1561610144139526145
2022.08.22,7,4, ,1,"RT @Tanuk_Ichi: その後、朝日新聞に負けじと日本の愚かなあらゆるメディアが反HPVワクチン報道を展開
NHKなども含めて反ワクチン議員の池田としえらを時代の寵児として祭り上げる。
クローズアップ現代のURLはしれっと削除済(魚拓求む) https://t.co/Y…","RT @Tanuk_Ichi: After that, every stupid media in Japan developed anti-HPV vaccine coverage to lose to Asahi Shimbun
Including NHK, Ikeda Toshiera, an anti-vaccine lawmaker, will be celebrated as the darling of the times.
Close-up modern URL has been deleted (seeking fish print) https://t.co/Y…",stupid,https://twitter.com/twitter/status/1561610142608916481
2022.08.22,7,4, ,1,"RT @Tanuk_Ichi: Q. 日本の反HPVワクチン報道による悪影響は？
A. 大阪大学が試算を出していますが、2000-2003年生まれの日本人女性の17000人が本来なら防げた子宮頸がんを発症し、約4000人が死亡する見込みです。
個人的にはマスコミによる、そして行…","RT @Tanuk_Ichi: Q. What are the negative effects of Japan's anti-HPV vaccine coverage?
A. According to estimates by Osaka University, 17,000 Japanese women born between 2000 and 2003 will develop cervical cancer, which could otherwise have been prevented, and about 4,000 are expected to die.
Personally, by the press and by the line…",negative,https://twitter.com/twitter/status/1561610140952178690
2022.08.22,9,50, ,1,"ワクチン未接種者の何が憎いのだろうかねぇ。
自分が打ってしまったことが相当悔しいのか？

妬み嫉みやっかみの極み","What do you hate about non-vaccinated people?
Are you really sorry that you hit yourself?

The height of envy, jealousy and resentment",hate,https://twitter.com/twitter/status/1561652046767747073
2022.08.22,9,50, ,1,"RT @0eV2DbKhcDYfFd8: やっと踏み込んだ記事が世間的に出始めましたね。🤔
遅すぎるくらい。。

ワクチン後遺症　ファイザー社の有害事象報告書と国内の症例報告（サンテレビ） https://t.co/cPNPifdRCi","RT @0eV2DbKhcDYfFd8: Articles that finally stepped into the world began to appear. 🤔
too late. .

Vaccine sequelae Pfizer's adverse event report and domestic case report (Sun TV) https://t.co/cPNPifdRCi",adverse,https://twitter.com/twitter/status/1561652042493759488
2022.08.22,9,50, ,1,"RT @Tanuk_Ichi: 子宮頸がんやHPVワクチンに関して凄まじい数の質問やDMが来るので、可能な範囲でこちらでお返事します。

まず最も多い質問
Q. ◯◯歳で性交渉の経験もあるんですけど、HPVワクチンは接種した方が良いんでしょうか？
A. 26歳以下なら強く推奨、…","RT @Tanuk_Ichi: I get a tremendous number of questions and DMs about cervical cancer and HPV vaccines, so I'll answer them here as much as possible.

First most common question
Q. I am XX years old and have had sexual intercourse. Should I get the HPV vaccine?
A. Strongly recommended if you are under 26,…",old,https://twitter.com/twitter/status/1561652040748580864
2022.08.22,9,50,1, ,"RT @Rio86743771: サンテレビ、素晴らしい✨
#ワクチン薬害
#ワクチン 
#ワクチン中止を求めます","RT @Rio86743771: Sun TV, great ✨
#Vaccine phytotoxicity
#vaccination 
# Call for cessation of vaccines",great,https://twitter.com/twitter/status/1561652038408486912
2022.08.22,9,50,1, ,"RT @neko_no_misoni: 海外はこう！日本は未だに無駄なマスクしてる！！っていう人は比較対象の国のワクチン普及率と医療逼迫の度合いと2020年4月以降の政策の差を全部把握しとんやろな？？
結果だけ見て過程や要因を無視するような主張で誰も動かんやろ
人と違う自分かっ…","RT @neko_no_misoni: Overseas like this! Japan still wears useless masks! ! For those who say, do you understand all the differences between the vaccine penetration rate and the degree of medical tightness in the countries to be compared, and the policies after April 2020? ?
No one will move with an argument that looks only at the result and ignores the process and factors
I know I'm different...",like,https://twitter.com/twitter/status/1561652035233411073
2022.08.22,9,50, ,1,最初から知ってたくせに【国がコロナワクチンを毒物と認める】厚労省分科会、コロナワクチン接種により健康被害を受けた29人の因果関係を認める https://t.co/owobswQias https://t.co/SOnp29eG6X,"Even though I knew it from the beginning [The country recognizes the corona vaccine as a poison] The Ministry of Health, Labor and Welfare subcommittee acknowledges the causal relationship of 29 people who suffered health damage due to the corona vaccination https://t.co/owobswQias https:/ /t.co/SOnp29eG6X",damage,https://twitter.com/twitter/status/1561652035178868737
2022.08.22,9,50,1, ,"RT @BagingBaging: 「未接種者はコロナになっても税金つかうなよ」
↑こんな事言う奴がいるが、だったら逆に
・ワクチンに使った税金
・無意味な感染対策に使った税金
・コロナ脳が陽性で使った高額医療費（入院で100万とか170万とか）
↑これら全部接種者で払えよw…","RT @BagingBaging: ""Non-vaccinated people should not pay taxes even if they become corona""
↑ There are people who say this, but if so, it's the other way around
・Taxes spent on vaccines
・ Taxes used for meaningless infection control
・ High medical expenses used for positive corona brain (1 million or 1.7 million for hospitalization)
↑ All these must be paid by the vaccinated person w...",positive,https://twitter.com/twitter/status/1561652034587492352
2022.08.22,12,25, ,1,"RT @hanayuu: @GoodBye_Nuclear #ワクチン副反応  
神戸サンテレビ動画ニュース（１３分間）
「#ワクチン後遺症  ファイザー社の有害事象報告書と国内の症例報告」
https://t.co/Xcktj7hmzi
◆ギラン・バレー症候群　「重要な基本的…","RT @hanayuu: @GoodBye_Nuclear # vaccine side reaction
Kobe Sun TV video news (13 minutes)
“#Vaccine sequelae Pfizer adverse event report and domestic case report”
https://t.co/Xcktj7hmzi
◆ Guillain-Barré Syndrome ""Important basics...",adverse,https://twitter.com/twitter/status/1561691023587561472
2022.08.22,12,25,1, ,RT @molbio08: まじめな国民がせっせとブースター接種に励んだ結果我が国は4週連続で世界一の感染拡大王国に。接種するとワクチン効果はすぐ失われてより感染しやすくなる。さらに新たな変異型も登場し、そのためさらなる追加が必要になってくる。接種を繰り返すと免疫抑制がさらに進…,"RT @molbio08: As a result of diligent booster vaccinations by diligent citizens, our country has become the world's most infected kingdom for four consecutive weeks. Once vaccinated, the effectiveness of the vaccine is quickly lost and the person becomes more susceptible to infection. In addition, new variants will also appear, so more additions will be needed. Immunosuppression progresses further with repeated inoculations.",result,https://twitter.com/twitter/status/1561691018944483328
2022.08.22,12,25, ,1,"RT @suntv3: ワクチン後遺症　ファイザー社の有害事象報告書と国内の症例報告(サンテレビ)
＃新型コロナ ＃ワクチン ＃後遺症 #サンテレビニュース
https://t.co/W3VQvXKkwQ","RT @suntv3: Vaccine sequelae Pfizer's adverse event report and domestic case report (Sun TV)
#New Corona #Vaccine #Aftereffects #Sun TV News
https://t.co/W3VQvXKkwQ",adverse,https://twitter.com/twitter/status/1561691017254174722
2022.08.22,12,25,1, ,ワンオクのやつ、一部のイタイファンにこういう話題にすぐ便乗する反ワクチン反マスク茶番ジジイババアとただ逆張りしたいだけのバカが擁護していて仲良くなっちゃって合同結婚不可避,"The One Ok guy, an anti-vaccine anti-mask farce who immediately jumps on this kind of topic for some Italian fans.",kind,https://twitter.com/twitter/status/1561691077907587072
2022.08.22,12,25,1, ,"RT @RTAinJapan: 『RTA in Japan Winter 2022』の応募フォームを公開しました！
応募開始は8/27(土)21:00からとなりますので、内容をよく読んでお待ちください！
なお、今回も会場に来場される方は、新型コロナワクチンの2回以上の接種完了が…","RT @RTAinJapan: The application form for ""RTA in Japan Winter 2022"" has been released!
Applications will be accepted from 8/27 (Sat) at 21:00, so please read the details carefully before waiting!
In addition, if you are visiting the venue again this time, you must complete two or more vaccinations of the new corona vaccine.",complete,https://twitter.com/twitter/status/1561691071775936512
